102,117,121,1223,124,13,134,137,140,141,144,179,181,184,191,195,198,2,200,257,27,28,312,370,39,421,439,44,46,478,5,557,59,6,697,7,78,9
1.9489453,30.956987,4.995104,5.0215592,14.0003,0.0,17.020023,92.05443,20.00911,19.03413,90.73536,17.013603,59.799343,0.91859084,0.0,34.095684,18.048182,0.0,15.9261875,2.0454853,13.982681,11.037485,11.014512,13.012431,0.0,4.98534,4.1215515,41.96847,5.9882092,3.9758031,102.75884,0.0,49.965767,619.6275,16.034515,47.011513,0.0,21.008938
0.0,13.947428,0.0,0.0,0.9434992,0.0,25.09884,102.74635,4.976056,3.0493298,9.179241,19.138939,91.720184,9.011702,0.0,48.667545,5.0435877,0.0,48.793404,2.9703567,2.0401874,2.024576,12.054328,2.971024,0.0,3.0763574,5.044349,17.95608,0.0,3.9539452,104.34532,2.0860372,14.071087,23.450062,38.84562,7.697054,1.0536075,6.9319105
0.98662627,33.801235,0.93617773,83.19797,256.49213,0.0,43.85182,49.828926,8.0089655,22.936142,17.811985,17.967884,200.20613,17.963966,0.0,12.005761,9.973535,0.0,25.98883,1.9551669,12.963876,1.0004374,20.973576,111.70232,0.0,3.9707947,6.0143347,22.946966,25.882032,0.97680575,156.79253,9.928635,32.928528,12.15911,55.713047,356.9922,12.90691,3.007969
22.15003,8.959824,0.0,0.0,49.921772,0.0,30.168098,24.000435,30.231346,31.234581,258.95035,10.073238,27.166203,1.030736,0.0,55.37856,22.173635,0.0,8.071358,0.98547614,11.086944,11.073779,21.129036,42.20516,0.0,11.093485,2.058496,75.25551,7.018782,0.9892017,43.346115,3.0547495,103.693,111.620514,4.035535,281.4323,8.066164,10.078526
0.0,5.9885235,0.0,0.0,6.9649534,0.0,6.0600314,33.03624,6.9794703,9.036499,71.465355,11.05594,19.9962,0.0,0.0,9.079735,4.055387,0.0,7.0378466,0.0,6.97072,3.9834363,0.0,4.962026,0.0,4.993515,1.0802888,5.935774,6.971803,0.9763597,35.229553,0.0,19.970938,120.12487,2.0250144,22.867283,0.0,1.0470669
0.0,15.280464,0.9740654,0.0,5.8261757,0.0,11.024136,132.81883,0.0,17.048481,18.411537,5.15537,47.0942,0.0,0.0,5.3245244,7.0573034,0.0,9.783264,10.706693,10.791861,0.9589502,20.327871,0.98240703,0.0,13.795197,1.1419557,23.650063,0.0,0.0,50.908714,2.122504,13.904712,16.144764,18.64908,10.140101,0.0,5.7336025
3.999061,24.831348,0.9570471,85.24095,343.05322,0.0,24.905645,63.99199,5.0093164,35.012543,17.290617,6.020658,109.31378,2.9313736,0.0,20.008537,15.030245,0.0,5.9987326,14.031528,26.054249,4.0222855,19.933828,70.77509,0.0,16.020893,1.0440373,54.026638,35.0134,4.9921937,74.26328,9.988342,13.636364,7.97914,13.789789,422.15305,13.954094,7.0362344
30.24666,11.926729,5.016046,3.978953,26.815348,0.0,26.207453,9.909649,31.306963,17.248558,684.3169,15.089397,39.187897,1.0436206,0.0,35.4406,20.19276,0.0,5.0614853,0.9880598,21.088978,9.080534,24.192427,17.19598,0.0,0.0,3.0489237,81.12193,3.0362031,1.9958444,67.57007,5.0737076,43.71035,64.4439,1.0317266,297.87372,11.0823,1.0828086
1.0090588,19.981422,7.9992537,2.0243797,11.014207,0.0,29.071432,64.11046,19.045584,4.07772,2.0649254,21.053207,29.088676,0.0,0.0,24.085207,16.056452,0.0,8.041703,0.0,10.026025,9.022642,1.0518026,2.0202222,0.0,1.0251669,4.0449414,30.06219,1.9969134,7.9921255,86.38875,5.033614,19.095446,250.18626,6.018865,53.95605,0.0,5.0634556
1.0391815,16.832205,0.0,0.0,9.065445,0.0,9.966777,43.69973,0.96696514,3.0940585,16.914001,4.9877405,14.9369755,1.0477538,0.0,8.941091,3.0222473,0.0,17.960745,3.9697673,2.9656606,1.9688096,17.88295,0.0,0.0,0.0,0.0,33.901215,0.0,0.0,53.211266,1.0406946,6.9718723,65.67106,4.1111984,8.038353,0.0,5.0369487
7.101756,35.7076,0.0,9.154525,189.12607,0.0,31.968483,35.06472,5.0711412,8.2225485,44.12667,13.935779,119.844345,7.977524,0.0,6.0403004,6.0976963,0.0,29.062218,4.0141573,11.011764,4.0959787,26.141954,35.06051,0.0,4.9944987,3.0320697,85.76738,4.972152,3.9704568,109.29122,0.0,20.256071,32.510586,8.8994,338.11462,1.9617603,2.1953037
21.080866,14.092352,7.995358,144.25797,51.03068,0.0,49.06739,24.065868,21.109203,22.066689,135.90245,15.0060835,84.99059,4.0257883,0.0,95.2125,47.048683,0.0,6.0935984,7.996084,12.027984,9.078667,22.107737,28.24698,0.0,33.023933,13.068666,101.14998,6.0059695,0.9881705,173.96767,5.0125217,39.246742,78.29658,1.005223,399.3865,21.063177,2.0830803
2.001813,17.986921,7.99313,2.033864,5.996663,0.0,14.022952,63.119324,9.056262,6.0689077,21.989172,23.057064,29.025318,0.0,0.0,22.077873,19.051353,0.0,20.052145,0.0,3.0194826,12.025675,2.0539787,7.018636,0.0,8.009406,6.057715,37.04879,1.9874723,5.9816875,93.22282,0.0,8.070243,287.91544,3.013383,52.958817,0.0,3.070019
0.0,20.94249,0.0,0.0,10.137094,0.0,14.062563,77.70772,1.987281,4.1237206,49.38793,18.132317,48.067635,3.0409522,0.0,16.05403,7.051442,0.0,20.017757,0.9929085,4.0147834,1.9812462,22.111397,0.0,0.0,3.0089288,8.092982,11.735844,0.0,0.0,76.500694,1.0581604,14.160111,67.58551,13.06139,7.8833904,0.0,0.0
2.0031743,33.023132,0.0,5.0272613,249.78453,0.0,40.009647,31.017782,0.0,10.019576,14.082241,16.036186,84.02187,10.917609,0.0,0.0,11.02033,0.0,23.017145,1.9938972,1.0064421,0.0,20.039358,41.973774,0.0,14.995862,0.0,29.994993,1.9795663,1.0094672,119.16619,4.0096836,9.007355,6.035543,24.992887,267.18692,14.973946,0.0
35.99186,35.138725,4.9424443,548.8428,107.17506,0.0,32.845173,31.387018,21.036804,22.911469,186.23795,7.007104,69.4048,10.97903,0.0,200.57802,49.888584,0.0,14.161449,10.0282545,16.102201,22.078531,56.05705,38.883904,0.0,20.963678,15.9026375,124.06229,7.9959,53.315914,165.8914,8.034627,46.63737,743.80524,2.0060382,684.70703,8.834845,6.1700172
0.0,35.03437,4.0103726,1.0240749,8.973332,0.0,27.054247,85.01038,12.035585,6.0424514,29.030363,47.015125,37.02076,0.0,0.0,27.091469,15.041281,0.0,10.017095,7.0011606,11.028247,1.0102973,4.030479,0.0,0.0,4.019664,5.041589,27.052382,4.9925494,3.00323,47.154373,2.0047653,7.0377336,496.94006,3.021944,56.119736,0.0,10.049742
0.0,14.864849,0.0,0.0,15.043959,0.0,5.953388,51.791786,1.9692353,3.072793,1.8776159,8.004071,23.948513,1.0276284,0.0,8.959041,8.022706,0.0,10.946731,0.0,1.9804769,0.0,3.924557,0.0,0.0,0.0,4.0176373,21.968699,0.0,0.0,43.094177,0.0,0.9926969,114.47372,13.137925,17.02533,0.0,5.051611
2.983463,20.008593,1.0060378,15.017461,245.68172,0.0,16.019379,22.981213,1.0057849,12.005594,2.0025895,3.0175538,62.950344,1.003155,0.0,7.986372,13.003447,0.0,10.021581,2.9862976,0.0,0.0,14.991577,38.985092,0.0,4.005914,10.036432,54.00894,2.9831402,2.007015,45.041588,2.993493,17.953436,0.0,11.991736,203.65569,4.998778,3.9939501
32.079887,56.136326,11.970358,65.89411,245.73598,0.0,58.13238,49.327217,34.099106,32.108036,347.72,7.0861726,76.0928,0.0,0.0,104.10443,60.97913,0.0,7.213604,3.0178626,9.039464,20.104641,37.15376,53.16879,0.0,11.089437,16.056171,173.36354,3.9806514,17.96153,116.00989,6.015565,86.18363,456.42923,14.054847,909.65295,27.050945,6.0895023
3.9757442,32.04333,9.002317,3.0194235,40.0432,0.0,34.999065,90.90732,20.015137,6.0222,61.04215,12.021839,40.98954,0.0,0.0,31.068869,23.012014,0.0,25.000769,2.9932323,10.978618,14.020211,8.0576105,10.008376,0.0,3.9985218,16.068209,27.005463,0.99582624,2.9890273,40.980335,1.0046675,20.974957,641.08856,8.989849,53.08693,0.0,37.861717
0.0,37.97241,0.9932703,0.0,13.980956,0.0,21.014114,99.85607,2.9957478,0.0,9.962955,18.03394,41.005432,1.0029752,0.0,24.045044,5.0178223,0.0,20.978056,1.0081342,4.0037155,1.9972472,8.021585,0.99350405,0.0,2.0184941,9.0654955,28.031412,0.0,2.9688942,52.114502,0.0,0.9989903,82.218414,17.04445,43.02637,0.0,0.0
5.020793,42.08832,0.0,50.213383,400.43176,0.0,40.05494,49.218697,0.0,12.0838585,5.974228,5.035411,71.03466,1.0095491,0.0,7.020554,17.022116,0.0,9.029524,1.0121996,0.99790287,0.0,30.140448,63.059227,0.0,3.0280542,8.034721,108.07991,3.977921,1.0010891,63.09382,3.037349,7.9567833,5.023184,2.9813514,707.74475,4.99362,0.9966182
31.08007,20.877193,9.002537,73.143326,194.27,0.0,42.06718,23.87608,17.056341,24.06239,311.52838,8.0174675,120.90849,2.9354398,0.0,79.099,33.044823,0.0,9.953472,2.021809,5.992772,15.057864,50.150063,52.13875,0.0,2.9755511,41.17386,64.06732,3.9702277,8.964423,104.919716,0.0,79.010704,235.34563,10.002848,514.22577,5.0329676,3.0010452
1.0154816,9.935425,3.006853,0.0,23.059057,0.0,9.052844,33.01281,5.036684,25.169716,51.32794,3.0177286,11.078231,0.0,0.0,17.080467,7.056617,1.0395834,1.9998183,0.0,3.0181541,7.039228,1.0396881,0.9985273,0.0,1.0018015,10.101937,14.9976425,1.0078806,2.9878087,17.255638,1.0689602,10.101831,314.989,1.0152175,32.903206,0.0,0.0
0.0,61.836956,0.0,0.0,135.00618,0.0,12.929216,60.101196,0.0,3.0744967,2.9789722,8.003026,61.906002,0.99044615,0.0,8.065323,7.0513496,0.0,9.005886,2.992702,2.001975,0.0,11.003786,17.891003,0.0,0.0,3.0936384,4.213396,0.0,1.9310033,22.155193,0.0,3.972529,36.537437,26.00011,47.027733,0.0,3.0522134
7.8837194,26.22001,0.0,15.650355,171.20448,0.0,24.650188,43.801353,3.9006693,8.792726,61.699207,10.28693,90.78048,3.2391725,0.0,14.737839,9.046738,0.0,17.293074,3.1029046,7.847788,4.219924,23.086246,30.287333,0.0,2.072113,7.3200474,88.69278,4.367911,4.0266056,78.13742,0.0,22.309752,28.392937,5.5823545,429.5569,0.2420255,1.072286
1.6648438,31.544352,4.505,4.0851083,27.66883,0.0,16.07644,72.34715,14.622212,13.587127,68.17185,13.113332,48.80814,0.7711422,0.0,27.615616,14.742524,0.0,12.805334,2.6217432,11.142095,8.696929,10.6434555,12.999781,0.0,4.289642,3.6627333,30.711256,4.9055734,3.72867,75.546616,0.0,34.8524,430.59335,14.085488,37.228542,0.0,15.099407
0.0,20.45045,0.0,0.0,17.094297,0.0,29.453047,106.80316,5.706831,0.6147418,12.130581,20.862213,97.05506,10.1549015,0.0,52.96792,4.362589,0.0,55.92153,3.1780457,1.933013,1.7617083,16.293945,6.329221,0.0,1.736955,6.375993,24.221321,0.0,4.474117,111.32262,2.1889293,14.501534,26.527977,39.998432,52.341045,0.86607623,7.7555404
1.498455,38.22555,1.4249746,82.146034,269.31433,0.0,41.648693,44.07213,5.921707,20.754711,19.970518,15.736778,167.23459,15.870298,0.0,10.689764,9.998197,0.0,24.990896,1.3997271,9.6107235,0.0,23.921333,102.653336,0.0,5.802025,7.1420455,24.320772,20.775269,0.8651539,146.02701,8.719713,30.092936,0.0,44.98964,365.4703,13.014788,1.8782586
17.114511,9.958693,0.0,0.0,58.011696,0.0,29.268078,37.722263,26.817842,24.73103,210.18607,10.397072,48.60636,2.9304514,0.0,63.732956,18.5452,0.0,23.815653,1.9564756,8.888649,8.769104,20.813217,38.21203,0.0,6.6808305,3.1418774,66.62251,4.6446705,2.673515,51.099815,1.6376104,84.942345,78.839165,12.85881,281.873,6.2215824,10.313162
0.0,6.0052595,0.0,0.0,6.9785233,0.0,6.0321155,33.0713,7.0009174,9.038936,71.602776,11.080636,19.99741,0.0,0.0,9.092069,4.0549946,0.0,7.0580125,0.0,6.961115,3.9933884,0.0,4.9609165,0.0,4.999752,1.0927559,5.9365344,6.9607663,0.9819659,35.200478,0.0,19.982235,120.5528,2.0271664,22.979105,0.0,1.0424353
0.0,10.968105,0.63348365,0.0,8.175939,0.0,17.122128,134.43509,1.221372,14.50488,9.364662,11.029697,84.683846,5.978391,0.0,30.323484,6.3705716,0.0,32.470554,8.538857,5.6142244,1.8751197,22.111103,3.1647868,0.0,11.5355835,1.3441645,28.224287,0.0,1.2530203,86.806175,3.7302945,13.956606,22.969856,35.48961,13.702605,0.0,5.8971176
3.7002919,27.412872,1.001047,75.17434,332.90564,0.0,26.675442,56.114136,4.681368,30.902378,18.006573,7.252948,112.910805,4.3658957,0.0,17.071537,14.177146,0.0,8.204157,11.622473,22.622381,3.1830368,19.03232,70.066475,0.0,13.679367,1.311747,48.78107,31.27487,4.0903993,73.1511,9.377076,13.971649,18.254686,18.439072,396.67386,13.268309,6.4793153
